gatId,gatIdGr,street,houseNo,eldership,place,longitude,latitude,fullAddress,geometry,traffic_noise,railway_noise,airport_noise,heating_score
300462,3478,R. Jakimavičiaus g.,27,Paneriai,Vilnius,25.08669,54.63797,R. Jakimavičiaus g. 27,POINT (25.08669 54.63797),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,29,Paneriai,Vilnius,25.08661,54.6378,R. Jakimavičiaus g. 29,POINT (25.08661 54.6378),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,23,Paneriai,Vilnius,25.08688,54.63834,R. Jakimavičiaus g. 23,POINT (25.08688 54.63834),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,19,Paneriai,Vilnius,25.08714,54.63884,R. Jakimavičiaus g. 19,POINT (25.08714 54.63884),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,21,Paneriai,Vilnius,25.08702,54.63862,R. Jakimavičiaus g. 21,POINT (25.08702 54.63862),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,15,Paneriai,Vilnius,25.08725,54.63905,R. Jakimavičiaus g. 15,POINT (25.08725 54.63905),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,11,Paneriai,Vilnius,25.08768,54.63921,R. Jakimavičiaus g. 11,POINT (25.08768 54.63921),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,13,Paneriai,Vilnius,25.08741,54.63926,R. Jakimavičiaus g. 13,POINT (25.08741 54.63926),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,9,Paneriai,Vilnius,25.08761,54.63899,R. Jakimavičiaus g. 9,POINT (25.08761 54.63899),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,7,Paneriai,Vilnius,25.08842,54.63897,R. Jakimavičiaus g. 7,POINT (25.08842 54.63897),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,5,Paneriai,Vilnius,25.08852,54.63916,R. Jakimavičiaus g. 5,POINT (25.08852 54.63916),0-34,60-64,35-39,
273213,3352,Rykantų g.,21,Paneriai,Vilnius,25.0958,54.64927,Rykantų g. 21,POINT (25.0958 54.64927),0-34,45-49,35-39,
273213,3352,Rykantų g.,19,Paneriai,Vilnius,25.09586,54.64931,Rykantų g. 19,POINT (25.09586 54.64931),0-34,45-49,35-39,
273213,3352,Rykantų g.,15,Paneriai,Vilnius,25.096,54.64939,Rykantų g. 15,POINT (25.096 54.64939),0-34,45-49,35-39,
273213,3352,Rykantų g.,13,Paneriai,Vilnius,25.09609,54.64941,Rykantų g. 13,POINT (25.09609 54.64941),0-34,45-49,35-39,
28028,807,P. Baublio g.,17,Verkiai,Vilnius,25.28583,54.75371,P. Baublio g. 17,POINT (25.28583 54.75371),50-54,0-34,35-39,
59710,2571,Svirno g.,25,Rasos,Vilnius,25.30974,54.61836,Svirno g. 25,POINT (25.30974 54.61836),60-64,35-39,35-39,
49932,1662,Pakalnio g.,10A,Verkiai,Vilnius,25.25318,54.7467,Pakalnio g. 10A,POINT (25.25318 54.7467),40-44,0-34,0-34,
81140,2849,P. Dovydaičio g.,3,Naujoji Vilnia,Vilnius,25.40116,54.67744,P. Dovydaičio g. 3,POINT (25.40116 54.67744),0-34,40-44,0-34,
22505,674,Švarioji g.,20A,Naujoji Vilnia,Vilnius,25.36192,54.67273,Švarioji g. 20A,POINT (25.36192 54.67273),0-34,45-49,35-39,
81140,2849,P. Dovydaičio g.,1,Naujoji Vilnia,Vilnius,25.40085,54.67789,P. Dovydaičio g. 1,POINT (25.40085 54.67789),0-34,40-44,0-34,
109347,2949,Pukuvero g.,38A,Verkiai,Vilnius,25.29002,54.78235,Pukuvero g. 38A,POINT (25.29002 54.78235),45-49,0-34,35-39,
72532,2819,K. Bizausko g.,2,Naujoji Vilnia,Vilnius,25.39837,54.67743,K. Bizausko g. 2,POINT (25.39837 54.67743),0-34,40-44,0-34,
21966,110,Džiaugsmo g.,125,Naujoji Vilnia,Vilnius,25.39974,54.67776,Džiaugsmo g. 125,POINT (25.39974 54.67776),0-34,40-44,0-34,
274161,3358,V. Pociūno g.,3A,Pilaitė,Vilnius,25.20478,54.70382,V. Pociūno g. 3A,POINT (25.20478 54.70382),55-59,0-34,0-34,
274161,3358,V. Pociūno g.,3,Pilaitė,Vilnius,25.2045,54.70337,V. Pociūno g. 3,POINT (25.2045 54.70337),60-64,0-34,0-34,
24279,728,P. Lukšio g.,6,Žirmūnai,Vilnius,25.29014,54.71267,P. Lukšio g. 6,POINT (25.29014 54.71267),50-54,0-34,35-39,
50262,1751,Katiliškių g.,102D,Rasos,Vilnius,25.31858,54.60798,Katiliškių g. 102D,POINT (25.31858 54.60798),50-54,45-49,0-34,
274161,3358,V. Pociūno g.,5,Pilaitė,Vilnius,25.20483,54.70414,V. Pociūno g. 5,POINT (25.20483 54.70414),55-59,0-34,0-34,
50616,1851,Bališkių g.,23B,Paneriai,Vilnius,25.09954,54.64522,Bališkių g. 23B,POINT (25.09954 54.64522),0-34,50-54,35-39,
22117,266,L. Baliukevičiaus-Dzūko g.,50A,Fabijoniškės,Vilnius,25.24679,54.73488,L. Baliukevičiaus-Dzūko g. 50A,POINT (25.24679 54.73488),45-49,0-34,0-34,
296066,3454,Ulėnų g.,51,Naujoji Vilnia,Vilnius,25.37277,54.65464,Ulėnų g. 51,POINT (25.37277 54.65464),0-34,50-54,0-34,
296066,3454,Ulėnų g.,53,Naujoji Vilnia,Vilnius,25.37299,54.65459,Ulėnų g. 53,POINT (25.37299 54.65459),0-34,50-54,0-34,
296066,3454,Ulėnų g.,55,Naujoji Vilnia,Vilnius,25.37335,54.65492,Ulėnų g. 55,POINT (25.37335 54.65492),0-34,50-54,0-34,
337671,0,B. Sližio g.,1,Pilaitė,Vilnius,25.20327,54.69654,B. Sližio g. 1,POINT (25.20327 54.69654),50-54,0-34,0-34,
337671,0,B. Sližio g.,3,Pilaitė,Vilnius,25.20345,54.69713,B. Sližio g. 3,POINT (25.20345 54.69713),50-54,0-34,0-34,
22269,427,Polocko g.,9B,Senamiestis,Vilnius,25.30291,54.68128,Polocko g. 9B,POINT (25.30291 54.68128),40-44,0-34,50-54,
22269,427,Polocko g.,9C,Senamiestis,Vilnius,25.30295,54.68129,Polocko g. 9C,POINT (25.30295 54.68129),40-44,0-34,50-54,
81132,2845,Pečiukų g.,11,Antakalnis,Vilnius,25.37607,54.78226,Pečiukų g. 11,POINT (25.37607 54.78226),0-34,0-34,45-49,
22487,655,Šešuolių g.,1A,Viršuliškės,Vilnius,25.21487,54.70568,Šešuolių g. 1A,POINT (25.21487 54.70568),60-64,0-34,0-34,
22487,655,Šešuolių g.,1B,Viršuliškės,Vilnius,25.21442,54.70565,Šešuolių g. 1B,POINT (25.21442 54.70565),60-64,0-34,0-34,
21962,106,Dvarčionių g.,1B,Antakalnis,Vilnius,25.37434,54.72808,Dvarčionių g. 1B,POINT (25.37434 54.72808),0-34,0-34,45-49,
22117,266,L. Baliukevičiaus-Dzūko g.,113,Fabijoniškės,Vilnius,25.24162,54.73964,L. Baliukevičiaus-Dzūko g. 113,POINT (25.24162 54.73964),40-44,0-34,0-34,
22272,430,Pramonės g.,141F,Naujoji Vilnia,Vilnius,25.44215,54.69455,Pramonės g. 141F,POINT (25.44215 54.69455),65-69,55-59,0-34,
21992,136,A. Kojelavičiaus g.,150B,Naujoji Vilnia,Vilnius,25.39866,54.69536,A. Kojelavičiaus g. 150B,POINT (25.39866 54.69536),50-54,50-54,0-34,
296066,3454,Ulėnų g.,49,Naujoji Vilnia,Vilnius,25.37318,54.65509,Ulėnų g. 49,POINT (25.37318 54.65509),0-34,50-54,0-34,
359923,0,B. Šėmytės-Biržiškienės g.,4,Paneriai,Vilnius,25.10686,54.62457,B. Šėmytės-Biržiškienės g. 4,POINT (25.10686 54.62457),60-64,45-49,35-39,
21940,84,Dailidžių g.,14A,Rasos,Vilnius,25.31523,54.68729,Dailidžių g. 14A,POINT (25.31523 54.68729),45-49,40-44,55-59,
32113,988,Grūšiakalnio g.,104,Verkiai,Vilnius,25.37186,54.77906,Grūšiakalnio g. 104,POINT (25.37186 54.77906),0-34,0-34,45-49,
26650,2071,E. Andrė g.,52,Paneriai,Vilnius,25.09829,54.63008,E. Andrė g. 52,POINT (25.09829 54.63008),40-44,55-59,35-39,
22245,400,Pasakų g.,17B,Antakalnis,Vilnius,25.33299,54.73369,Pasakų g. 17B,POINT (25.33299 54.73369),50-54,0-34,45-49,
22136,286,Liepkalnio g.,288,Rasos,Vilnius,25.31548,54.60556,Liepkalnio g. 288,POINT (25.31548 54.60556),60-64,45-49,35-39,
22106,255,Krivūlės g.,8,Senamiestis,Vilnius,25.30558,54.67769,Krivūlės g. 8,POINT (25.30558 54.67769),55-59,35-39,50-54,
22217,372,Nugalėtojų g.,14J,Antakalnis,Vilnius,25.33899,54.73264,Nugalėtojų g. 14J,POINT (25.33899 54.73264),55-59,0-34,45-49,
22056,203,Justiniškių g.,119E,Justiniškės,Vilnius,25.22206,54.72312,Justiniškių g. 119E,POINT (25.22206 54.72312),65-69,0-34,0-34,
28261,827,Kaukysos g.,20,Rasos,Vilnius,25.31883,54.67767,Kaukysos g. 20,POINT (25.31883 54.67767),45-49,35-39,55-59,
210831,2995,Sandėlių g.,26A,Paneriai,Vilnius,25.12179,54.65611,Sandėlių g. 26A,POINT (25.12179 54.65611),50-54,40-44,35-39,
22198,351,Molėtų pl.,3B,Verkiai,Vilnius,25.27177,54.75515,Molėtų pl. 3B,POINT (25.27177 54.75515),65-69,0-34,35-39,
241461,3153,Skalvos g.,65,Verkiai,Vilnius,25.27698,54.79075,Skalvos g. 65,POINT (25.27698 54.79075),60-64,0-34,35-39,
50006,1699,Palvininkų g.,52,Pilaitė,Vilnius,25.14342,54.7099,Palvininkų g. 52,POINT (25.14342 54.7099),0-34,0-34,35-39,
50006,1699,Palvininkų g.,54,Pilaitė,Vilnius,25.14296,54.70988,Palvininkų g. 54,POINT (25.14296 54.70988),0-34,0-34,35-39,
50006,1699,Palvininkų g.,56,Pilaitė,Vilnius,25.14239,54.70977,Palvininkų g. 56,POINT (25.14239 54.70977),0-34,0-34,35-39,
22198,351,Molėtų pl.,5,Verkiai,Vilnius,25.2736,54.75631,Molėtų pl. 5,POINT (25.2736 54.75631),60-64,0-34,35-39,
380327,3753,Dyvano g.,31,Pilaitė,Vilnius,25.15668,54.71338,Dyvano g. 31,POINT (25.15668 54.71338),0-34,0-34,35-39,
380327,3753,Dyvano g.,15,Pilaitė,Vilnius,25.15646,54.71353,Dyvano g. 15,POINT (25.15646 54.71353),0-34,0-34,35-39,
380327,3753,Dyvano g.,29,Pilaitė,Vilnius,25.1564,54.71333,Dyvano g. 29,POINT (25.1564 54.71333),0-34,0-34,35-39,
380327,3753,Dyvano g.,25,Pilaitė,Vilnius,25.15582,54.71328,Dyvano g. 25,POINT (25.15582 54.71328),0-34,0-34,35-39,
380327,3753,Dyvano g.,27,Pilaitė,Vilnius,25.15611,54.71329,Dyvano g. 27,POINT (25.15611 54.71329),0-34,0-34,35-39,
380327,3753,Dyvano g.,21,Pilaitė,Vilnius,25.15551,54.71342,Dyvano g. 21,POINT (25.15551 54.71342),0-34,0-34,35-39,
380327,3753,Dyvano g.,23,Pilaitė,Vilnius,25.15553,54.71328,Dyvano g. 23,POINT (25.15553 54.71328),0-34,0-34,35-39,
380327,3753,Dyvano g.,19,Pilaitė,Vilnius,25.15586,54.71346,Dyvano g. 19,POINT (25.15586 54.71346),0-34,0-34,35-39,
380327,3753,Dyvano g.,17,Pilaitė,Vilnius,25.15616,54.71348,Dyvano g. 17,POINT (25.15616 54.71348),0-34,0-34,35-39,
380327,3753,Dyvano g.,13D,Pilaitė,Vilnius,25.15588,54.71388,Dyvano g. 13D,POINT (25.15588 54.71388),0-34,0-34,35-39,
380327,3753,Dyvano g.,13C,Pilaitė,Vilnius,25.15598,54.71389,Dyvano g. 13C,POINT (25.15598 54.71389),0-34,0-34,35-39,
380327,3753,Dyvano g.,13B,Pilaitė,Vilnius,25.15608,54.71388,Dyvano g. 13B,POINT (25.15608 54.71388),0-34,0-34,35-39,
380327,3753,Dyvano g.,13A,Pilaitė,Vilnius,25.15619,54.71389,Dyvano g. 13A,POINT (25.15619 54.71389),0-34,0-34,35-39,
380327,3753,Dyvano g.,13,Pilaitė,Vilnius,25.15628,54.71388,Dyvano g. 13,POINT (25.15628 54.71388),0-34,0-34,35-39,
259336,3214,Sulos g.,41A,Rasos,Vilnius,25.31641,54.63816,Sulos g. 41A,POINT (25.31641 54.63816),45-49,35-39,40-44,
259336,3214,Sulos g.,41B,Rasos,Vilnius,25.31732,54.63804,Sulos g. 41B,POINT (25.31732 54.63804),45-49,35-39,40-44,
259336,3214,Sulos g.,41C,Rasos,Vilnius,25.3182,54.63794,Sulos g. 41C,POINT (25.3182 54.63794),45-49,35-39,40-44,
48728,1975,Guobų g.,200,Paneriai,Vilnius,25.1151,54.58281,Guobų g. 200,POINT (25.1151 54.58281),0-34,0-34,35-39,
21999,143,Geologų g.,2B,Naujininkai,Vilnius,25.2733,54.63646,Geologų g. 2B,POINT (25.2733 54.63646),60-64,40-44,50-54,
67416,2771,S. Šilingo g.,84,Naujoji Vilnia,Vilnius,25.39529,54.6738,S. Šilingo g. 84,POINT (25.39529 54.6738),0-34,45-49,0-34,
30523,2023,Alksnyno g.,30,Paneriai,Vilnius,25.17834,54.57338,Alksnyno g. 30,POINT (25.17834 54.57338),0-34,35-39,35-39,
244310,3168,Vaišelgos g.,50A,Verkiai,Vilnius,25.29173,54.77876,Vaišelgos g. 50A,POINT (25.29173 54.77876),40-44,0-34,35-39,
244310,3168,Vaišelgos g.,48A,Verkiai,Vilnius,25.29127,54.77875,Vaišelgos g. 48A,POINT (25.29127 54.77875),40-44,0-34,35-39,
22112,261,Kurapkų g.,11A,Naujoji Vilnia,Vilnius,25.44714,54.68562,Kurapkų g. 11A,POINT (25.44714 54.68562),40-44,45-49,0-34,
265476,3269,Kulmo g.,2A,Pilaitė,Vilnius,25.15293,54.72605,Kulmo g. 2A,POINT (25.15293 54.72605),0-34,0-34,35-39,
24284,734,Tremtinių g.,16A,Naujoji Vilnia,Vilnius,25.41321,54.69417,Tremtinių g. 16A,POINT (25.41321 54.69417),60-64,65-69,0-34,
48884,1599,Obelų g.,17,Verkiai,Vilnius,25.28289,54.73537,Obelų g. 17,POINT (25.28289 54.73537),40-44,0-34,0-34,
359872,0,Dirsūno g.,40,Verkiai,Vilnius,25.28091,54.78206,Dirsūno g. 40,POINT (25.28091 54.78206),55-59,0-34,35-39,
22456,623,Vismaliukų g.,34G,Antakalnis,Vilnius,25.41445,54.75479,Vismaliukų g. 34G K29,POINT (25.41445 54.75479),0-34,0-34,40-44,
278862,3378,Hetitų g.,35A,Naujoji Vilnia,Vilnius,25.36549,54.65281,Hetitų g. 35A,POINT (25.36549 54.65281),0-34,45-49,0-34,
278862,3378,Hetitų g.,37A,Naujoji Vilnia,Vilnius,25.36533,54.65266,Hetitų g. 37A,POINT (25.36533 54.65266),0-34,45-49,0-34,
50804,1111,J. Tiškevičiaus g.,105A,Paneriai,Vilnius,25.13361,54.60634,J. Tiškevičiaus g. 105A,POINT (25.13361 54.60634),0-34,40-44,0-34,
50804,1111,J. Tiškevičiaus g.,107A,Paneriai,Vilnius,25.13375,54.60621,J. Tiškevičiaus g. 107A,POINT (25.13375 54.60621),0-34,40-44,0-34,
21943,87,Darbininkų g.,41,Naujininkai,Vilnius,25.26828,54.65798,Darbininkų g. 41,POINT (25.26828 54.65798),70-74,45-49,35-39,
22463,630,Vykinto g.,18A,Žvėrynas,Vilnius,25.25027,54.68893,Vykinto g. 18A,POINT (25.25027 54.68893),55-59,0-34,0-34,
61886,3756,Spyglių g.,2,Grigiškės,Vilnius,25.11178,54.66835,Spyglių g. 2,POINT (25.11178 54.66835),70-74,35-39,35-39,
210872,3030,Pakupečių g.,33,Naujininkai,Vilnius,25.29982,54.6168,Pakupečių g. 33,POINT (25.29982 54.6168),50-54,35-39,40-44,
22235,390,Palydovo g.,2A,Naujoji Vilnia,Vilnius,25.4096,54.69609,Palydovo g. 2A,POINT (25.4096 54.69609),50-54,50-54,0-34,
21875,14,Akacijų g.,25B,Naujoji Vilnia,Vilnius,25.4094,54.69664,Akacijų g. 25B,POINT (25.4094 54.69664),50-54,50-54,0-34,
21943,87,Darbininkų g.,39,Naujininkai,Vilnius,25.26986,54.65778,Darbininkų g. 39,POINT (25.26986 54.65778),70-74,40-44,35-39,
22020,166,Herkaus Manto g.,8A,Šnipiškės,Vilnius,25.28497,54.70154,Herkaus Manto g. 8A,POINT (25.28497 54.70154),50-54,0-34,35-39,
288011,3406,M. Lukšienės g.,32,Naujininkai,Vilnius,25.28279,54.60923,M. Lukšienės g. 32,POINT (25.28279 54.60923),0-34,40-44,55-59,
288011,3406,M. Lukšienės g.,30,Naujininkai,Vilnius,25.28252,54.60927,M. Lukšienės g. 30,POINT (25.28252 54.60927),0-34,40-44,55-59,
288011,3406,M. Lukšienės g.,36,Naujininkai,Vilnius,25.28255,54.60877,M. Lukšienės g. 36,POINT (25.28255 54.60877),0-34,40-44,55-59,
288011,3406,M. Lukšienės g.,34,Naujininkai,Vilnius,25.28267,54.60899,M. Lukšienės g. 34,POINT (25.28267 54.60899),0-34,40-44,55-59,
288011,3406,M. Lukšienės g.,26,Naujininkai,Vilnius,25.28226,54.60882,M. Lukšienės g. 26,POINT (25.28226 54.60882),0-34,40-44,55-59,
288011,3406,M. Lukšienės g.,28,Naujininkai,Vilnius,25.28238,54.60903,M. Lukšienės g. 28,POINT (25.28238 54.60903),0-34,40-44,55-59,
22441,606,Verbų skg.,36,Naujoji Vilnia,Vilnius,25.4439,54.69441,Verbų skg. 36,POINT (25.4439 54.69441),60-64,60-64,0-34,
22441,606,Verbų skg.,32,Naujoji Vilnia,Vilnius,25.44386,54.69406,Verbų skg. 32,POINT (25.44386 54.69406),60-64,55-59,0-34,
22441,606,Verbų skg.,34,Naujoji Vilnia,Vilnius,25.44389,54.69428,Verbų skg. 34,POINT (25.44389 54.69428),65-69,60-64,0-34,
22134,284,Lentvario g.,88,Paneriai,Vilnius,25.10295,54.64709,Lentvario g. 88,POINT (25.10295 54.64709),0-34,50-54,35-39,
241461,3153,Skalvos g.,15,Verkiai,Vilnius,25.28236,54.79106,Skalvos g. 15,POINT (25.28236 54.79106),45-49,0-34,35-39,
49138,1989,Dvariškių g.,24,Verkiai,Vilnius,25.28415,54.79139,Dvariškių g. 24,POINT (25.28415 54.79139),50-54,0-34,35-39,
49138,1989,Dvariškių g.,22A,Verkiai,Vilnius,25.28407,54.79107,Dvariškių g. 22A,POINT (25.28407 54.79107),50-54,0-34,35-39,
49138,1989,Dvariškių g.,20,Verkiai,Vilnius,25.28405,54.79077,Dvariškių g. 20,POINT (25.28405 54.79077),50-54,0-34,35-39,
228060,3082,V. Gorskio g.,39,Pašilaičiai,Vilnius,25.20069,54.75571,V. Gorskio g. 39,POINT (25.20069 54.75571),50-54,0-34,35-39,
100250,2908,Smėlynės Sodų 5-oji g.,13A,Antakalnis,Vilnius,25.35998,54.76005,Smėlynės Sodų 5-oji g. 13A,POINT (25.35998 54.76005),45-49,0-34,45-49,
24690,521,Afindevičių g. (Grigiškės),8B,Grigiškės,Grigiškės,25.09758,54.66576,Afindevičių g. 8B,POINT (25.09758 54.66576),45-49,35-39,35-39,
24690,521,Afindevičių g. (Grigiškės),8,Grigiškės,Grigiškės,25.09833,54.66594,Afindevičių g. 8,POINT (25.09833 54.66594),45-49,40-44,35-39,
228060,3082,V. Gorskio g.,37,Pašilaičiai,Vilnius,25.20078,54.7556,V. Gorskio g. 37,POINT (25.20078 54.7556),50-54,0-34,35-39,
228060,3082,V. Gorskio g.,35,Pašilaičiai,Vilnius,25.20082,54.75553,V. Gorskio g. 35,POINT (25.20082 54.75553),55-59,0-34,35-39,
59138,2564,Eišiškių Sodų 16-oji g.,1A,Naujininkai,Vilnius,25.25389,54.62477,Eišiškių Sodų 16-oji g. 1A,POINT (25.25389 54.62477),50-54,0-34,40-44,
22521,691,Žilvičių g.,38C,Naujoji Vilnia,Vilnius,25.36284,54.67142,Žilvičių g. 38C,POINT (25.36284 54.67142),0-34,35-39,0-34,
350274,3693,Fazanų g.,12A,Paneriai,Vilnius,25.18042,54.5746,Fazanų g. 12A,POINT (25.18042 54.5746),0-34,35-39,35-39,
350274,3693,Fazanų g.,14A,Paneriai,Vilnius,25.18044,54.57497,Fazanų g. 14A,POINT (25.18044 54.57497),0-34,40-44,35-39,
350274,3693,Fazanų g.,10A,Paneriai,Vilnius,25.18042,54.57423,Fazanų g. 10A,POINT (25.18042 54.57423),0-34,35-39,35-39,
66987,2725,Viršupio Sodų g.,2G,Antakalnis,Vilnius,25.36913,54.7156,Viršupio Sodų g. 2G,POINT (25.36913 54.7156),0-34,0-34,45-49,
66987,2725,Viršupio Sodų g.,4A,Antakalnis,Vilnius,25.36834,54.71506,Viršupio Sodų g. 4A,POINT (25.36834 54.71506),0-34,0-34,45-49,
66987,2725,Viršupio Sodų g.,4C,Antakalnis,Vilnius,25.36857,54.71546,Viršupio Sodų g. 4C,POINT (25.36857 54.71546),0-34,0-34,45-49,
66987,2725,Viršupio Sodų g.,4B,Antakalnis,Vilnius,25.3684,54.71531,Viršupio Sodų g. 4B,POINT (25.3684 54.71531),0-34,0-34,45-49,
66987,2725,Viršupio Sodų g.,2F,Antakalnis,Vilnius,25.36863,54.71563,Viršupio Sodų g. 2F,POINT (25.36863 54.71563),0-34,0-34,45-49,
66987,2725,Viršupio Sodų g.,2D,Antakalnis,Vilnius,25.36824,54.7154,Viršupio Sodų g. 2D,POINT (25.36824 54.7154),0-34,0-34,45-49,
66987,2725,Viršupio Sodų g.,2E,Antakalnis,Vilnius,25.3684,54.71553,Viršupio Sodų g. 2E,POINT (25.3684 54.71553),0-34,0-34,45-49,
66987,2725,Viršupio Sodų g.,2C,Antakalnis,Vilnius,25.36814,54.7152,Viršupio Sodų g. 2C,POINT (25.36814 54.7152),0-34,0-34,45-49,
66987,2725,Viršupio Sodų g.,2B,Antakalnis,Vilnius,25.36808,54.71499,Viršupio Sodų g. 2B,POINT (25.36808 54.71499),0-34,0-34,45-49,
291868,3436,Daugirdų g.,76,Paneriai,Vilnius,25.11997,54.61437,Daugirdų g. 76,POINT (25.11997 54.61437),0-34,45-49,35-39,
53772,2477,Kelmijos Sodų 67-oji g.,1A,Naujininkai,Vilnius,25.26071,54.59528,Kelmijos Sodų 67-oji g. 1A,POINT (25.26071 54.59528),0-34,45-49,60-64,
291868,3436,Daugirdų g.,74,Paneriai,Vilnius,25.12065,54.61452,Daugirdų g. 74,POINT (25.12065 54.61452),0-34,45-49,35-39,
291868,3436,Daugirdų g.,72,Paneriai,Vilnius,25.12111,54.61463,Daugirdų g. 72,POINT (25.12111 54.61463),0-34,45-49,35-39,
291868,3436,Daugirdų g.,70,Paneriai,Vilnius,25.12161,54.61477,Daugirdų g. 70,POINT (25.12161 54.61477),0-34,45-49,0-34,
291868,3436,Daugirdų g.,68,Paneriai,Vilnius,25.12211,54.61489,Daugirdų g. 68,POINT (25.12211 54.61489),0-34,45-49,0-34,
291868,3436,Daugirdų g.,66,Paneriai,Vilnius,25.12261,54.61501,Daugirdų g. 66,POINT (25.12261 54.61501),0-34,45-49,0-34,
291868,3436,Daugirdų g.,64,Paneriai,Vilnius,25.1231,54.61513,Daugirdų g. 64,POINT (25.1231 54.61513),0-34,45-49,0-34,
48790,1926,Mūrinės Vokės g.,41A,Paneriai,Vilnius,25.11292,54.6518,Mūrinės Vokės g. 41A,POINT (25.11292 54.6518),0-34,40-44,35-39,
85947,2871,Dargužių g.,2A,Pilaitė,Vilnius,25.15763,54.71961,Dargužių g. 2A,POINT (25.15763 54.71961),0-34,0-34,35-39,
85947,2871,Dargužių g.,2B,Pilaitė,Vilnius,25.15759,54.71942,Dargužių g. 2B,POINT (25.15759 54.71942),0-34,0-34,35-39,
85947,2871,Dargužių g.,2D,Pilaitė,Vilnius,25.15728,54.71956,Dargužių g. 2D,POINT (25.15728 54.71956),0-34,0-34,35-39,
85947,2871,Dargužių g.,2C,Pilaitė,Vilnius,25.15741,54.71941,Dargužių g. 2C,POINT (25.15741 54.71941),0-34,0-34,35-39,
291868,3436,Daugirdų g.,62,Paneriai,Vilnius,25.12345,54.61522,Daugirdų g. 62,POINT (25.12345 54.61522),0-34,45-49,0-34,
380376,0,Kalvelių g.,25,Naujininkai,Vilnius,25.30099,54.60353,Kalvelių g. 25,POINT (25.30099 54.60353),45-49,45-49,40-44,
380376,0,Kalvelių g.,27,Naujininkai,Vilnius,25.3004,54.60366,Kalvelių g. 27,POINT (25.3004 54.60366),45-49,45-49,40-44,
380376,0,Kalvelių g.,29,Naujininkai,Vilnius,25.30049,54.60386,Kalvelių g. 29,POINT (25.30049 54.60386),45-49,45-49,40-44,
380376,0,Kalvelių g.,31,Naujininkai,Vilnius,25.30057,54.60406,Kalvelių g. 31,POINT (25.30057 54.60406),45-49,45-49,40-44,
380376,0,Kalvelių g.,33,Naujininkai,Vilnius,25.30064,54.60427,Kalvelių g. 33,POINT (25.30064 54.60427),45-49,45-49,40-44,
380376,0,Kalvelių g.,35,Naujininkai,Vilnius,25.30074,54.6045,Kalvelių g. 35,POINT (25.30074 54.6045),45-49,45-49,40-44,
380376,0,Kalvelių g.,37,Naujininkai,Vilnius,25.3008,54.60475,Kalvelių g. 37,POINT (25.3008 54.60475),45-49,45-49,40-44,
380376,0,Kalvelių g.,23,Naujininkai,Vilnius,25.30105,54.60373,Kalvelių g. 23,POINT (25.30105 54.60373),45-49,45-49,40-44,
380376,0,Kalvelių g.,19,Naujininkai,Vilnius,25.30118,54.60419,Kalvelių g. 19,POINT (25.30118 54.60419),45-49,45-49,40-44,
380376,0,Kalvelių g.,21,Naujininkai,Vilnius,25.30111,54.60396,Kalvelių g. 21,POINT (25.30111 54.60396),45-49,45-49,40-44,
380376,0,Kalvelių g.,17,Naujininkai,Vilnius,25.30123,54.60443,Kalvelių g. 17,POINT (25.30123 54.60443),45-49,45-49,40-44,
380376,0,Kalvelių g.,15,Naujininkai,Vilnius,25.30135,54.60468,Kalvelių g. 15,POINT (25.30135 54.60468),45-49,45-49,40-44,
380376,0,Kalvelių g.,11,Naujininkai,Vilnius,25.30144,54.60345,Kalvelių g. 11,POINT (25.30144 54.60345),45-49,45-49,40-44,
380376,0,Kalvelių g.,9,Naujininkai,Vilnius,25.30143,54.60325,Kalvelių g. 9,POINT (25.30143 54.60325),45-49,45-49,40-44,
380376,0,Kalvelių g.,1,Naujininkai,Vilnius,25.30124,54.60254,Kalvelių g. 1,POINT (25.30124 54.60254),45-49,45-49,40-44,
380376,0,Kalvelių g.,3,Naujininkai,Vilnius,25.30129,54.60271,Kalvelių g. 3,POINT (25.30129 54.60271),45-49,45-49,40-44,
380376,0,Kalvelių g.,5,Naujininkai,Vilnius,25.30134,54.60289,Kalvelių g. 5,POINT (25.30134 54.60289),45-49,45-49,40-44,
380376,0,Kalvelių g.,7,Naujininkai,Vilnius,25.30138,54.60306,Kalvelių g. 7,POINT (25.30138 54.60306),45-49,45-49,40-44,
380376,0,Kalvelių g.,36,Naujininkai,Vilnius,25.30045,54.60459,Kalvelių g. 36,POINT (25.30045 54.60459),45-49,45-49,40-44,
380376,0,Kalvelių g.,38,Naujininkai,Vilnius,25.30055,54.60478,Kalvelių g. 38,POINT (25.30055 54.60478),45-49,45-49,40-44,
380376,0,Kalvelių g.,34,Naujininkai,Vilnius,25.30038,54.6044,Kalvelių g. 34,POINT (25.30038 54.6044),45-49,45-49,40-44,
