gatId,gatIdGr,street,houseNo,eldership,place,longitude,latitude,fullAddress,geometry,traffic_noise,railway_noise,airport_noise,heating_score
48353,2057,Raisteniškių g.,10A,Pašilaičiai,Vilnius,25.18642,54.74839,Raisteniškių g. 10A,POINT (25.18642 54.74839),0-34,0-34,35-39,
22063,211,K. Vanagėlio g.,13,Senamiestis,Vilnius,25.29474,54.67324,K. Vanagėlio g. 13,POINT (25.29474 54.67324),65-69,65-69,45-49,
22353,513,Srovės g.,6A,Rasos,Vilnius,25.31733,54.68223,Srovės g. 6A,POINT (25.31733 54.68223),65-69,40-44,55-59,
244310,3168,Vaišelgos g.,52A,Verkiai,Vilnius,25.29139,54.77895,Vaišelgos g. 52A,POINT (25.29139 54.77895),40-44,0-34,35-39,
273320,3347,Ganyklų g.,16,Paneriai,Vilnius,25.14241,54.61516,Ganyklų g. 16,POINT (25.14241 54.61516),0-34,45-49,0-34,
273320,3347,Ganyklų g.,14,Paneriai,Vilnius,25.1421,54.61503,Ganyklų g. 14,POINT (25.1421 54.61503),0-34,45-49,0-34,
51040,1930,Mykolo Lietuvio g.,14C,Fabijoniškės,Vilnius,25.22311,54.74762,Mykolo Lietuvio g. 14C,POINT (25.22311 54.74762),55-59,0-34,0-34,
22266,423,Plytinės g.,5,Antakalnis,Vilnius,25.34275,54.72575,Plytinės g. 5,POINT (25.34275 54.72575),45-49,0-34,50-54,
24714,762,Lauksargio g.,49B,Antakalnis,Vilnius,25.34851,54.73091,Lauksargio g. 49B,POINT (25.34851 54.73091),35-39,0-34,50-54,
59086,2546,Pavilnionių g.,55A,Pašilaičiai,Vilnius,25.21192,54.73799,Pavilnionių g. 55A,POINT (25.21192 54.73799),45-49,0-34,0-34,
50010,1701,Preilos g.,4,Pilaitė,Vilnius,25.17138,54.71147,Preilos g. 4,POINT (25.17138 54.71147),50-54,0-34,0-34,
50010,1701,Preilos g.,3,Pilaitė,Vilnius,25.17197,54.71146,Preilos g. 3,POINT (25.17197 54.71146),50-54,0-34,0-34,
50010,1701,Preilos g.,1,Pilaitė,Vilnius,25.17229,54.71108,Preilos g. 1,POINT (25.17229 54.71108),50-54,0-34,0-34,
50010,1701,Preilos g.,9,Pilaitė,Vilnius,25.17199,54.71272,Preilos g. 9,POINT (25.17199 54.71272),45-49,0-34,0-34,
50010,1701,Preilos g.,5,Pilaitė,Vilnius,25.17199,54.71192,Preilos g. 5,POINT (25.17199 54.71192),50-54,0-34,0-34,
241465,3148,Nalšios g.,19,Verkiai,Vilnius,25.27789,54.78741,Nalšios g. 19,POINT (25.27789 54.78741),60-64,0-34,35-39,
273320,3347,Ganyklų g.,10,Paneriai,Vilnius,25.14148,54.61478,Ganyklų g. 10,POINT (25.14148 54.61478),0-34,45-49,0-34,
273320,3347,Ganyklų g.,12,Paneriai,Vilnius,25.14179,54.61491,Ganyklų g. 12,POINT (25.14179 54.61491),0-34,45-49,0-34,
51040,1930,Mykolo Lietuvio g.,14B,Fabijoniškės,Vilnius,25.22258,54.74742,Mykolo Lietuvio g. 14B,POINT (25.22258 54.74742),60-64,0-34,0-34,
51040,1930,Mykolo Lietuvio g.,14A,Fabijoniškės,Vilnius,25.22201,54.74721,Mykolo Lietuvio g. 14A,POINT (25.22201 54.74721),60-64,0-34,0-34,
22269,427,Polocko g.,9D,Senamiestis,Vilnius,25.30287,54.68128,Polocko g. 9D,POINT (25.30287 54.68128),40-44,0-34,50-54,
267266,3279,Butauto g.,40,Verkiai,Vilnius,25.28737,54.78591,Butauto g. 40,POINT (25.28737 54.78591),45-49,0-34,35-39,
267266,3279,Butauto g.,42,Verkiai,Vilnius,25.28696,54.78588,Butauto g. 42,POINT (25.28696 54.78588),50-54,0-34,35-39,
267266,3279,Butauto g.,38,Verkiai,Vilnius,25.28768,54.78593,Butauto g. 38,POINT (25.28768 54.78593),45-49,0-34,35-39,
267266,3279,Butauto g.,36,Verkiai,Vilnius,25.28808,54.78596,Butauto g. 36,POINT (25.28808 54.78596),45-49,0-34,35-39,
267266,3279,Butauto g.,34,Verkiai,Vilnius,25.28839,54.78598,Butauto g. 34,POINT (25.28839 54.78598),45-49,0-34,35-39,
53206,2193,Juodvarnių Sodų 13-oji g.,1A,Antakalnis,Vilnius,25.38143,54.71729,Juodvarnių Sodų 13-oji g. 1A,POINT (25.38143 54.71729),0-34,0-34,40-44,
267266,3279,Butauto g.,32,Verkiai,Vilnius,25.2888,54.78599,Butauto g. 32,POINT (25.2888 54.78599),40-44,0-34,35-39,
22031,177,J. Bretkūno g.,46A,Pilaitė,Vilnius,25.17118,54.7159,J. Bretkūno g. 46A,POINT (25.17118 54.7159),40-44,0-34,0-34,
22031,177,J. Bretkūno g.,46,Pilaitė,Vilnius,25.17111,54.71595,J. Bretkūno g. 46,POINT (25.17111 54.71595),40-44,0-34,0-34,
22031,177,J. Bretkūno g.,48B,Pilaitė,Vilnius,25.17144,54.71603,J. Bretkūno g. 48B,POINT (25.17144 54.71603),40-44,0-34,0-34,
22031,177,J. Bretkūno g.,48,Pilaitė,Vilnius,25.17127,54.71587,J. Bretkūno g. 48,POINT (25.17127 54.71587),40-44,0-34,0-34,
22031,177,J. Bretkūno g.,32B,Pilaitė,Vilnius,25.17168,54.71567,J. Bretkūno g. 32B,POINT (25.17168 54.71567),40-44,0-34,0-34,
22031,177,J. Bretkūno g.,32,Pilaitė,Vilnius,25.17182,54.7159,J. Bretkūno g. 32,POINT (25.17182 54.7159),40-44,0-34,0-34,
22031,177,J. Bretkūno g.,30,Pilaitė,Vilnius,25.17178,54.71564,J. Bretkūno g. 30,POINT (25.17178 54.71564),40-44,0-34,0-34,
22031,177,J. Bretkūno g.,30A,Pilaitė,Vilnius,25.17185,54.7156,J. Bretkūno g. 30A,POINT (25.17185 54.7156),40-44,0-34,0-34,
22328,487,Savanorių pr.,240A,Vilkpėdė,Vilnius,25.20209,54.64126,Savanorių pr. 240A,POINT (25.20209 54.64126),60-64,45-49,0-34,
259336,3214,Sulos g.,43,Rasos,Vilnius,25.31906,54.63785,Sulos g. 43,POINT (25.31906 54.63785),45-49,35-39,40-44,
265561,3267,Narkyčių g.,69,Pilaitė,Vilnius,25.1537,54.72811,Narkyčių g. 69,POINT (25.1537 54.72811),0-34,0-34,35-39,
344421,3671,Tauragės g.,47V,Naujininkai,Vilnius,25.2177,54.61746,Tauragės g. 47V,POINT (25.2177 54.61746),50-54,45-49,35-39,
342621,0,Etruskų g.,6,Naujoji Vilnia,Vilnius,25.3533,54.6489,Etruskų g. 6,POINT (25.3533 54.6489),45-49,40-44,0-34,
344421,3671,Tauragės g.,47U,Naujininkai,Vilnius,25.21784,54.61758,Tauragės g. 47U,POINT (25.21784 54.61758),50-54,45-49,35-39,
344421,3671,Tauragės g.,47T,Naujininkai,Vilnius,25.21797,54.61775,Tauragės g. 47T,POINT (25.21797 54.61775),50-54,45-49,0-34,
344421,3671,Tauragės g.,47P,Naujininkai,Vilnius,25.21802,54.61829,Tauragės g. 47P,POINT (25.21802 54.61829),50-54,45-49,0-34,
344421,3671,Tauragės g.,47R,Naujininkai,Vilnius,25.21843,54.6182,Tauragės g. 47R,POINT (25.21843 54.6182),50-54,45-49,35-39,
344421,3671,Tauragės g.,47S,Naujininkai,Vilnius,25.21812,54.61792,Tauragės g. 47S,POINT (25.21812 54.61792),50-54,45-49,0-34,
344421,3671,Tauragės g.,47M,Naujininkai,Vilnius,25.21745,54.61822,Tauragės g. 47M,POINT (25.21745 54.61822),50-54,45-49,0-34,
344421,3671,Tauragės g.,47N,Naujininkai,Vilnius,25.21764,54.61838,Tauragės g. 47N,POINT (25.21764 54.61838),50-54,45-49,0-34,
344421,3671,Tauragės g.,47L,Naujininkai,Vilnius,25.21728,54.61807,Tauragės g. 47L,POINT (25.21728 54.61807),50-54,45-49,0-34,
344421,3671,Tauragės g.,47K,Naujininkai,Vilnius,25.21701,54.61795,Tauragės g. 47K,POINT (25.21701 54.61795),50-54,45-49,0-34,
344421,3671,Tauragės g.,47G,Naujininkai,Vilnius,25.21671,54.61811,Tauragės g. 47G,POINT (25.21671 54.61811),50-54,45-49,0-34,
344421,3671,Tauragės g.,47F,Naujininkai,Vilnius,25.21644,54.61825,Tauragės g. 47F,POINT (25.21644 54.61825),50-54,45-49,0-34,
344421,3671,Tauragės g.,47E,Naujininkai,Vilnius,25.21651,54.61836,Tauragės g. 47E,POINT (25.21651 54.61836),50-54,45-49,0-34,
344421,3671,Tauragės g.,47D,Naujininkai,Vilnius,25.21709,54.61834,Tauragės g. 47D,POINT (25.21709 54.61834),50-54,45-49,0-34,
344421,3671,Tauragės g.,47C,Naujininkai,Vilnius,25.21727,54.61849,Tauragės g. 47C,POINT (25.21727 54.61849),50-54,45-49,0-34,
344421,3671,Tauragės g.,47A,Naujininkai,Vilnius,25.21751,54.61885,Tauragės g. 47A,POINT (25.21751 54.61885),50-54,45-49,0-34,
344421,3671,Tauragės g.,47,Naujininkai,Vilnius,25.21763,54.61906,Tauragės g. 47,POINT (25.21763 54.61906),50-54,45-49,0-34,
344421,3671,Tauragės g.,45Z,Naujininkai,Vilnius,25.21777,54.61926,Tauragės g. 45Z,POINT (25.21777 54.61926),50-54,45-49,0-34,
344421,3671,Tauragės g.,45V,Naujininkai,Vilnius,25.21789,54.61944,Tauragės g. 45V,POINT (25.21789 54.61944),50-54,45-49,0-34,
344421,3671,Tauragės g.,45U,Naujininkai,Vilnius,25.21799,54.61961,Tauragės g. 45U,POINT (25.21799 54.61961),50-54,45-49,0-34,
344421,3671,Tauragės g.,45T,Naujininkai,Vilnius,25.21764,54.6198,Tauragės g. 45T,POINT (25.21764 54.6198),45-49,45-49,0-34,
344421,3671,Tauragės g.,45S,Naujininkai,Vilnius,25.21818,54.6199,Tauragės g. 45S,POINT (25.21818 54.6199),50-54,45-49,0-34,
344421,3671,Tauragės g.,45R,Naujininkai,Vilnius,25.21852,54.61977,Tauragės g. 45R,POINT (25.21852 54.61977),50-54,45-49,0-34,
344421,3671,Tauragės g.,45P,Naujininkai,Vilnius,25.21841,54.61961,Tauragės g. 45P,POINT (25.21841 54.61961),50-54,45-49,0-34,
344421,3671,Tauragės g.,45N,Naujininkai,Vilnius,25.21829,54.61944,Tauragės g. 45N,POINT (25.21829 54.61944),50-54,45-49,0-34,
344421,3671,Tauragės g.,45M,Naujininkai,Vilnius,25.21819,54.61927,Tauragės g. 45M,POINT (25.21819 54.61927),50-54,45-49,0-34,
344421,3671,Tauragės g.,45L,Naujininkai,Vilnius,25.21808,54.6191,Tauragės g. 45L,POINT (25.21808 54.6191),50-54,45-49,0-34,
344421,3671,Tauragės g.,45K,Naujininkai,Vilnius,25.21797,54.61893,Tauragės g. 45K,POINT (25.21797 54.61893),50-54,45-49,0-34,
344421,3671,Tauragės g.,45J,Naujininkai,Vilnius,25.21786,54.61877,Tauragės g. 45J,POINT (25.21786 54.61877),50-54,45-49,0-34,
344421,3671,Tauragės g.,45H,Naujininkai,Vilnius,25.21776,54.6186,Tauragės g. 45H,POINT (25.21776 54.6186),50-54,45-49,0-34,
344421,3671,Tauragės g.,45G,Naujininkai,Vilnius,25.21866,54.61848,Tauragės g. 45G,POINT (25.21866 54.61848),50-54,45-49,35-39,
344421,3671,Tauragės g.,45F,Naujininkai,Vilnius,25.21877,54.61865,Tauragės g. 45F,POINT (25.21877 54.61865),50-54,45-49,0-34,
344421,3671,Tauragės g.,45E,Naujininkai,Vilnius,25.21888,54.61882,Tauragės g. 45E,POINT (25.21888 54.61882),50-54,45-49,0-34,
344421,3671,Tauragės g.,45D,Naujininkai,Vilnius,25.21898,54.61899,Tauragės g. 45D,POINT (25.21898 54.61899),50-54,45-49,0-34,
344421,3671,Tauragės g.,45C,Naujininkai,Vilnius,25.21908,54.61915,Tauragės g. 45C,POINT (25.21908 54.61915),50-54,45-49,0-34,
344421,3671,Tauragės g.,45B,Naujininkai,Vilnius,25.21918,54.61932,Tauragės g. 45B,POINT (25.21918 54.61932),50-54,45-49,0-34,
344421,3671,Tauragės g.,45A,Naujininkai,Vilnius,25.21928,54.61949,Tauragės g. 45A,POINT (25.21928 54.61949),50-54,45-49,35-39,
22526,696,Žolyno g.,31H,Antakalnis,Vilnius,25.32925,54.70641,Žolyno g. 31H,POINT (25.32925 54.70641),0-34,0-34,50-54,
238820,3125,Žvelgaičio g.,3,Verkiai,Vilnius,25.2951,54.7885,Žvelgaičio g. 3,POINT (25.2951 54.7885),0-34,0-34,35-39,
22526,696,Žolyno g.,31G,Antakalnis,Vilnius,25.3291,54.70659,Žolyno g. 31G,POINT (25.3291 54.70659),0-34,0-34,50-54,
22505,674,Švarioji g.,22A,Naujoji Vilnia,Vilnius,25.36251,54.67239,Švarioji g. 22A,POINT (25.36251 54.67239),0-34,40-44,35-39,
22260,416,Pieninės g.,1,Žvėrynas,Vilnius,25.256,54.70239,Pieninės g. 1,POINT (25.256 54.70239),60-64,0-34,0-34,
213212,3046,Ukrainiečių g.,18,Naujoji Vilnia,Vilnius,25.35268,54.6446,Ukrainiečių g. 18,POINT (25.35268 54.6446),55-59,45-49,0-34,
291868,3436,Daugirdų g.,10,Paneriai,Vilnius,25.12315,54.61315,Daugirdų g. 10,POINT (25.12315 54.61315),0-34,45-49,0-34,
22383,544,Tilžės g.,76,Pilaitė,Vilnius,25.17853,54.71699,Tilžės g. 76,POINT (25.17853 54.71699),40-44,0-34,0-34,
335438,3641,J. Sniadeckio g.,2A,Antakalnis,Vilnius,25.35011,54.71834,J. Sniadeckio g. 2A,POINT (25.35011 54.71834),0-34,0-34,50-54,
111684,2960,Edinburgo g.,37C,Pašilaičiai,Vilnius,25.2129,54.74326,Edinburgo g. 37C,POINT (25.2129 54.74326),55-59,0-34,0-34,
111684,2960,Edinburgo g.,37D,Pašilaičiai,Vilnius,25.21283,54.74328,Edinburgo g. 37D,POINT (25.21283 54.74328),55-59,0-34,0-34,
111684,2960,Edinburgo g.,37E,Pašilaičiai,Vilnius,25.21277,54.7433,Edinburgo g. 37E,POINT (25.21277 54.7433),55-59,0-34,0-34,
111684,2960,Edinburgo g.,37F,Pašilaičiai,Vilnius,25.21263,54.74334,Edinburgo g. 37F,POINT (25.21263 54.74334),50-54,0-34,0-34,
111684,2960,Edinburgo g.,37G,Pašilaičiai,Vilnius,25.21257,54.74336,Edinburgo g. 37G,POINT (25.21257 54.74336),50-54,0-34,0-34,
111684,2960,Edinburgo g.,37B,Pašilaičiai,Vilnius,25.21296,54.74325,Edinburgo g. 37B,POINT (25.21296 54.74325),55-59,0-34,0-34,
111684,2960,Edinburgo g.,37A,Pašilaičiai,Vilnius,25.21301,54.74323,Edinburgo g. 37A,POINT (25.21301 54.74323),55-59,0-34,0-34,
111684,2960,Edinburgo g.,37K,Pašilaičiai,Vilnius,25.21232,54.74343,Edinburgo g. 37K,POINT (25.21232 54.74343),50-54,0-34,0-34,
111684,2960,Edinburgo g.,37I,Pašilaičiai,Vilnius,25.21245,54.74339,Edinburgo g. 37I,POINT (25.21245 54.74339),50-54,0-34,0-34,
111684,2960,Edinburgo g.,37J,Pašilaičiai,Vilnius,25.21238,54.74341,Edinburgo g. 37J,POINT (25.21238 54.74341),50-54,0-34,0-34,
111684,2960,Edinburgo g.,37H,Pašilaičiai,Vilnius,25.21251,54.74338,Edinburgo g. 37H,POINT (25.21251 54.74338),50-54,0-34,0-34,
51040,1930,Mykolo Lietuvio g.,30,Fabijoniškės,Vilnius,25.22681,54.74842,Mykolo Lietuvio g. 30,POINT (25.22681 54.74842),50-54,0-34,0-34,
22442,607,Verkių g.,42B,Žirmūnai,Vilnius,25.29354,54.71517,Verkių g. 42B,POINT (25.29354 54.71517),60-64,0-34,35-39,
219566,3055,Baskų g.,15E,Naujoji Vilnia,Vilnius,25.35757,54.65001,Baskų g. 15E,POINT (25.35757 54.65001),45-49,40-44,0-34,
267413,3290,Dirkliškių g.,16A,Paneriai,Vilnius,25.09279,54.64989,Dirkliškių g. 16A,POINT (25.09279 54.64989),0-34,45-49,35-39,
267413,3290,Dirkliškių g.,18A,Paneriai,Vilnius,25.09274,54.64964,Dirkliškių g. 18A,POINT (25.09274 54.64964),0-34,45-49,35-39,
49216,1990,Juodvarnių g.,23,Antakalnis,Vilnius,25.38247,54.72313,Juodvarnių g. 23,POINT (25.38247 54.72313),0-34,0-34,40-44,
21983,127,Gaigalų g.,8A,Antakalnis,Vilnius,25.33639,54.73941,Gaigalų g. 8A,POINT (25.33639 54.73941),50-54,0-34,45-49,
265564,3268,Notangos g.,4A,Pilaitė,Vilnius,25.15348,54.72656,Notangos g. 4A,POINT (25.15348 54.72656),0-34,0-34,35-39,
105652,2928,Veisiejų g.,11,Paneriai,Vilnius,25.07635,54.60306,Veisiejų g. 11,POINT (25.07635 54.60306),0-34,35-39,35-39,
22017,163,Gvazdikų g.,98A,Antakalnis,Vilnius,25.37632,54.7519,Gvazdikų g. 98A,POINT (25.37632 54.7519),45-49,0-34,45-49,
32093,978,Vandenio g.,10A,Fabijoniškės,Vilnius,25.23662,54.75515,Vandenio g. 10A,POINT (25.23662 54.75515),0-34,0-34,0-34,
22237,392,Pamėnkalnio g.,1A,Naujamiestis,Vilnius,25.27702,54.68531,Pamėnkalnio g. 1A,POINT (25.27702 54.68531),40-44,0-34,35-39,
21968,112,Eigulių g.,7A,Vilkpėdė,Vilnius,25.23372,54.67356,Eigulių g. 7A,POINT (25.23372 54.67356),60-64,35-39,0-34,
22442,607,Verkių g.,42A,Žirmūnai,Vilnius,25.29341,54.71474,Verkių g. 42A,POINT (25.29341 54.71474),65-69,0-34,35-39,
213215,3040,A. Mikėno g.,57,Naujininkai,Vilnius,25.28802,54.61223,A. Mikėno g. 57,POINT (25.28802 54.61223),0-34,40-44,50-54,
213215,3040,A. Mikėno g.,55,Naujininkai,Vilnius,25.288,54.6124,A. Mikėno g. 55,POINT (25.288 54.6124),0-34,40-44,50-54,
53314,2248,Pupojų Sodų 7-oji g.,39,Antakalnis,Vilnius,25.37251,54.7147,Pupojų Sodų 7-oji g. 39,POINT (25.37251 54.7147),0-34,0-34,45-49,
49158,1624,Rudausių Sodų 1-oji g.,14,Antakalnis,Vilnius,25.37033,54.76116,Rudausių Sodų 1-oji g. 14,POINT (25.37033 54.76116),55-59,0-34,45-49,
22483,651,Šeimyniškių g.,19C,Žirmūnai,Vilnius,25.28938,54.69426,Šeimyniškių g. 19C,POINT (25.28938 54.69426),65-69,0-34,35-39,
53800,2491,Kelmijos Sodų 81-oji g.,2A,Naujininkai,Vilnius,25.26754,54.60458,Kelmijos Sodų 81-oji g. 2A,POINT (25.26754 54.60458),0-34,40-44,65-69,
220367,3062,Kaimynų g.,199,Paneriai,Vilnius,25.08986,54.64273,Kaimynų g. 199,POINT (25.08986 54.64273),0-34,55-59,35-39,
22029,175,J. Bielinio g.,21,Naujininkai,Vilnius,25.29435,54.66051,J. Bielinio g. 21,POINT (25.29435 54.66051),50-54,35-39,55-59,
300462,3478,R. Jakimavičiaus g.,121,Paneriai,Vilnius,25.08978,54.63872,R. Jakimavičiaus g. 121,POINT (25.08978 54.63872),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,127,Paneriai,Vilnius,25.08937,54.63867,R. Jakimavičiaus g. 127,POINT (25.08937 54.63867),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,125,Paneriai,Vilnius,25.08953,54.63888,R. Jakimavičiaus g. 125,POINT (25.08953 54.63888),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,123,Paneriai,Vilnius,25.08979,54.63883,R. Jakimavičiaus g. 123,POINT (25.08979 54.63883),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,117,Paneriai,Vilnius,25.08958,54.63833,R. Jakimavičiaus g. 117,POINT (25.08958 54.63833),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,119,Paneriai,Vilnius,25.08969,54.63852,R. Jakimavičiaus g. 119,POINT (25.08969 54.63852),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,107,Paneriai,Vilnius,25.08903,54.63733,R. Jakimavičiaus g. 107,POINT (25.08903 54.63733),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,113,Paneriai,Vilnius,25.08934,54.63789,R. Jakimavičiaus g. 113,POINT (25.08934 54.63789),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,111,Paneriai,Vilnius,25.08923,54.63771,R. Jakimavičiaus g. 111,POINT (25.08923 54.63771),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,115,Paneriai,Vilnius,25.08948,54.63814,R. Jakimavičiaus g. 115,POINT (25.08948 54.63814),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,105,Paneriai,Vilnius,25.08892,54.63714,R. Jakimavičiaus g. 105,POINT (25.08892 54.63714),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,103,Paneriai,Vilnius,25.08882,54.63695,R. Jakimavičiaus g. 103,POINT (25.08882 54.63695),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,109,Paneriai,Vilnius,25.08913,54.63752,R. Jakimavičiaus g. 109,POINT (25.08913 54.63752),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,87,Paneriai,Vilnius,25.08912,54.63823,R. Jakimavičiaus g. 87,POINT (25.08912 54.63823),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,101,Paneriai,Vilnius,25.08858,54.63671,R. Jakimavičiaus g. 101,POINT (25.08858 54.63671),0-34,70-74,35-39,
300462,3478,R. Jakimavičiaus g.,85,Paneriai,Vilnius,25.08924,54.63845,R. Jakimavičiaus g. 85,POINT (25.08924 54.63845),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,91,Paneriai,Vilnius,25.08888,54.63775,R. Jakimavičiaus g. 91,POINT (25.08888 54.63775),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,97,Paneriai,Vilnius,25.08853,54.63711,R. Jakimavičiaus g. 97,POINT (25.08853 54.63711),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,95,Paneriai,Vilnius,25.08864,54.63732,R. Jakimavičiaus g. 95,POINT (25.08864 54.63732),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,93,Paneriai,Vilnius,25.08876,54.63753,R. Jakimavičiaus g. 93,POINT (25.08876 54.63753),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,89,Paneriai,Vilnius,25.08898,54.63796,R. Jakimavičiaus g. 89,POINT (25.08898 54.63796),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,99,Paneriai,Vilnius,25.08843,54.63674,R. Jakimavičiaus g. 99,POINT (25.08843 54.63674),0-34,70-74,35-39,
300462,3478,R. Jakimavičiaus g.,81,Paneriai,Vilnius,25.08848,54.63835,R. Jakimavičiaus g. 81,POINT (25.08848 54.63835),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,83,Paneriai,Vilnius,25.0886,54.63857,R. Jakimavičiaus g. 83,POINT (25.0886 54.63857),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,129,Paneriai,Vilnius,25.08877,54.6389,R. Jakimavičiaus g. 129,POINT (25.08877 54.6389),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,131,Paneriai,Vilnius,25.08886,54.63909,R. Jakimavičiaus g. 131,POINT (25.08886 54.63909),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,77,Paneriai,Vilnius,25.08823,54.63789,R. Jakimavičiaus g. 77,POINT (25.08823 54.63789),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,75,Paneriai,Vilnius,25.08813,54.63771,R. Jakimavičiaus g. 75,POINT (25.08813 54.63771),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,71,Paneriai,Vilnius,25.0879,54.63728,R. Jakimavičiaus g. 71,POINT (25.0879 54.63728),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,73,Paneriai,Vilnius,25.08802,54.63749,R. Jakimavičiaus g. 73,POINT (25.08802 54.63749),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,79,Paneriai,Vilnius,25.08833,54.63807,R. Jakimavičiaus g. 79,POINT (25.08833 54.63807),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,69,Paneriai,Vilnius,25.08762,54.63696,R. Jakimavičiaus g. 69,POINT (25.08762 54.63696),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,67,Paneriai,Vilnius,25.08749,54.637,R. Jakimavičiaus g. 67,POINT (25.08749 54.637),0-34,70-74,35-39,
300462,3478,R. Jakimavičiaus g.,59,Paneriai,Vilnius,25.08786,54.63791,R. Jakimavičiaus g. 59,POINT (25.08786 54.63791),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,65,Paneriai,Vilnius,25.08757,54.63736,R. Jakimavičiaus g. 65,POINT (25.08757 54.63736),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,63,Paneriai,Vilnius,25.08766,54.63753,R. Jakimavičiaus g. 63,POINT (25.08766 54.63753),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,61,Paneriai,Vilnius,25.08774,54.6377,R. Jakimavičiaus g. 61,POINT (25.08774 54.6377),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,57,Paneriai,Vilnius,25.08799,54.63815,R. Jakimavičiaus g. 57,POINT (25.08799 54.63815),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,55,Paneriai,Vilnius,25.08813,54.63842,R. Jakimavičiaus g. 55,POINT (25.08813 54.63842),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,53,Paneriai,Vilnius,25.08825,54.63865,R. Jakimavičiaus g. 53,POINT (25.08825 54.63865),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,51,Paneriai,Vilnius,25.0875,54.63878,R. Jakimavičiaus g. 51,POINT (25.0875 54.63878),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,45,Paneriai,Vilnius,25.08712,54.63805,R. Jakimavičiaus g. 45,POINT (25.08712 54.63805),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,47,Paneriai,Vilnius,25.08723,54.63828,R. Jakimavičiaus g. 47,POINT (25.08723 54.63828),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,49,Paneriai,Vilnius,25.08737,54.63855,R. Jakimavičiaus g. 49,POINT (25.08737 54.63855),0-34,60-64,35-39,
300462,3478,R. Jakimavičiaus g.,43,Paneriai,Vilnius,25.087,54.63784,R. Jakimavičiaus g. 43,POINT (25.087 54.63784),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,39,Paneriai,Vilnius,25.08685,54.63752,R. Jakimavičiaus g. 39,POINT (25.08685 54.63752),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,41,Paneriai,Vilnius,25.08692,54.63768,R. Jakimavičiaus g. 41,POINT (25.08692 54.63768),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,37,Paneriai,Vilnius,25.08659,54.63725,R. Jakimavičiaus g. 37,POINT (25.08659 54.63725),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,35,Paneriai,Vilnius,25.08645,54.63728,R. Jakimavičiaus g. 35,POINT (25.08645 54.63728),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,31,Paneriai,Vilnius,25.08652,54.63763,R. Jakimavičiaus g. 31,POINT (25.08652 54.63763),0-34,65-69,35-39,
300462,3478,R. Jakimavičiaus g.,25,Paneriai,Vilnius,25.08678,54.63815,R. Jakimavičiaus g. 25,POINT (25.08678 54.63815),0-34,60-64,35-39,
