origin_lon,origin_lat,distance_akropolis,time_akropolis,distance_cathedral,time_cathedral,distance_kirtimai,time_kirtimai,distance_shopping_center,time_shopping_center,distance_train_station,time_train_station
25.21763,54.61906,21.73296,27.642833333333332,11.652479999999999,25.000833333333333,7.5042,10.929166666666667,12.33015,26.7795,8.92532,18.086166666666667
25.21777,54.61926,21.73296,27.642833333333332,11.652479999999999,25.000833333333333,7.5042,10.929166666666667,12.33015,26.7795,8.92532,18.086166666666667
25.21789,54.61944,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21799,54.61961,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21764,54.6198,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21818,54.6199,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21852,54.61977,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21841,54.61961,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21829,54.61944,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21819,54.61927,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21808,54.6191,21.73296,27.642833333333332,11.652479999999999,25.000833333333333,7.5042,10.929166666666667,12.33015,26.7795,8.92532,18.086166666666667
25.21797,54.61893,21.73296,27.642833333333332,11.652479999999999,25.000833333333333,7.5042,10.929166666666667,12.33015,26.7795,8.92532,18.086166666666667
25.21786,54.61877,21.73296,27.642833333333332,11.652479999999999,25.000833333333333,7.5042,10.929166666666667,12.33015,26.7795,8.92532,18.086166666666667
25.21776,54.6186,21.73296,27.642833333333332,11.652479999999999,25.000833333333333,7.5042,10.929166666666667,12.33015,26.7795,8.92532,18.086166666666667
25.21866,54.61848,21.71339,27.584333333333333,11.63292,24.942166666666665,7.484640000000001,10.8705,12.31058,26.720833333333335,8.90575,18.0275
25.21877,54.61865,21.71339,27.584333333333333,11.63292,24.942166666666665,7.484640000000001,10.8705,12.31058,26.720833333333335,8.90575,18.0275
25.21888,54.61882,21.71339,27.584333333333333,11.63292,24.942166666666665,7.484640000000001,10.8705,12.31058,26.720833333333335,8.90575,18.0275
25.21898,54.61899,21.72006,27.604333333333333,11.63959,24.96216666666667,7.49131,10.8905,12.31725,26.740833333333335,8.912420000000001,18.0475
25.21908,54.61915,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21918,54.61932,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.21928,54.61949,16.43928,29.709,11.874690000000001,26.700499999999998,10.96704,16.126166666666666,12.55235,28.479,9.14752,19.785833333333336
25.32925,54.70641,6.79509,13.208166666666667,4.88077,8.974333333333334,19.655630000000002,30.628333333333334,5.0881300000000005,10.039333333333333,7.51983,14.566166666666668
25.2951,54.7885,11.58448,19.939166666666665,15.00739,26.692166666666665,26.770229999999998,36.983333333333334,13.561530000000001,24.281,16.574080000000002,29.309833333333334
25.3291,54.70659,6.77928,13.160666666666666,4.8649700000000005,8.927,19.639830000000003,30.58083333333333,5.0723199999999995,9.991999999999999,7.504020000000001,14.518666666666666
25.36251,54.67239,12.47331,21.928833333333333,6.64004,14.489833333333333,20.10964,28.648833333333336,8.48695,18.165666666666667,6.52565,11.511166666666666
25.256,54.70239,3.3115,6.835166666666667,3.838,8.286666666666667,14.109950000000001,19.782333333333334,2.2450900000000003,5.6691666666666665,5.4046899999999996,10.904333333333334
25.35268,54.6446,12.56334,20.5985,8.97758,15.981333333333334,18.435080000000003,24.065,10.05227,17.840500000000002,6.61569,10.180833333333334
25.12315,54.61315,18.902990000000003,26.094,16.50184,26.838166666666666,3.0764099999999996,4.5385,19.15886,26.382333333333335,14.87875,23.964333333333332
25.17853,54.71699,7.25911,15.485333333333333,9.14854,18.987666666666666,13.37458,17.971833333333333,8.00544,16.245333333333335,10.53458,21.045
25.35011,54.71834,8.45018,18.65716666666667,7.17012,15.874833333333333,21.94498,37.52883333333333,7.377470000000001,16.94,8.62583,19.288999999999998
25.2129,54.74326,6.24205,12.5145,9.781690000000001,18.897499999999997,16.58392,19.960833333333333,8.335840000000001,16.486166666666666,11.34839,21.51516666666667
25.21283,54.74328,6.24707,12.534666666666668,9.78671,18.9175,16.58893,19.980833333333333,8.34085,16.506333333333334,11.353399999999999,21.535166666666665
25.21277,54.7433,6.2515,12.552333333333333,9.791139999999999,18.935166666666664,16.59337,19.99866666666667,8.34529,16.524,11.35784,21.552833333333336
25.21263,54.74334,6.26153,12.5925,9.80117,18.97533333333333,16.60339,20.038666666666664,8.35531,16.56416666666667,11.36786,21.593
