origin_lon,origin_lat,destination_lon,destination_lat,distance_km,duration_min
25.399667,54.69468,25.2774,54.6962,10.257190000000001,17.562833333333334
25.426335,54.687064,25.2774,54.6962,12.288219999999999,20.938
25.249142,54.690532,25.2774,54.6962,2.9089699999999996,6.564666666666667
25.248883,54.734687,25.2774,54.6962,6.63029,13.262666666666666
25.282966,54.696846,25.2774,54.6962,0.68837,1.8818333333333332
25.282496,54.680436,25.2774,54.6962,2.6172600000000004,7.7675
25.246695,54.632741,25.2774,54.6962,8.82551,21.455666666666666
25.288049,54.676779,25.2774,54.6962,3.5500100000000003,9.996666666666666
25.254827,54.67664,25.2774,54.6962,4.93722,9.187999999999999
25.237943,54.727271,25.2774,54.6962,5.2578000000000005,10.356666666666666
25.225473,54.707901,25.2774,54.6962,5.1405,10.356666666666666
25.255551,54.630742,25.2774,54.6962,8.64657,20.9625
25.246652,54.733912,25.2774,54.6962,6.44424,12.869666666666665
25.299153,54.701126,25.2774,54.6962,2.40781,6.168333333333334
25.362956,54.649853,25.2774,54.6962,11.040370000000001,19.645166666666668
25.423163,54.695341,25.2774,54.6962,11.294270000000001,18.9975
25.281568,54.664279,25.2774,54.6962,5.11428,13.327166666666667
25.274693,54.679066,25.2774,54.6962,3.41244,8.178
25.237943,54.727271,25.2774,54.6962,5.2578000000000005,10.356666666666666
25.264218,54.741667,25.2774,54.6962,6.71281,11.929166666666667
25.280155,54.666716,25.2774,54.6962,4.94205,12.165166666666666
25.273809,54.658394,25.2774,54.6962,5.29818,13.107666666666667
25.280659,54.698949,25.2774,54.6962,0.89054,2.1993333333333336
25.40234,54.692728,25.2774,54.6962,10.173639999999999,17.305666666666664
25.292104,54.729413,25.2774,54.6962,4.68442,10.6215
25.320296,54.675341,25.2774,54.6962,5.25096,12.343666666666667
25.30843,54.669677,25.2774,54.6962,5.43349,12.650333333333332
25.290753,54.679467,25.2774,54.6962,3.1056500000000002,8.833499999999999
25.186363,54.711056,25.2774,54.6962,7.21131,14.662833333333333
25.276907,54.701718,25.2774,54.6962,1.2567300000000001,3.1858333333333335
25.303743,54.672785,25.2774,54.6962,4.75317,12.651166666666667
25.31668,54.711695,25.2774,54.6962,4.06663,8.122333333333334
25.31668,54.711695,25.2774,54.6962,4.06663,8.122333333333334
25.39652,54.711004,25.2774,54.6962,9.66477,19.1205
25.247819,54.675908,25.2774,54.6962,4.54539,8.514666666666667
25.312367,54.727647,25.2774,54.6962,5.24768,11.940666666666667
25.280558,54.733002,25.2774,54.6962,5.08311,11.557166666666665
25.279182,54.699243,25.2774,54.6962,0.9596399999999999,2.8041666666666667
25.356684,54.78385,25.2774,54.6962,13.908059999999999,26.31116666666667
25.393985,54.694518,25.2774,54.6962,10.26131,17.89
25.275008,54.699185,25.2774,54.6962,0.8314600000000001,2.3531666666666666
25.236553,54.727097,25.2774,54.6962,5.37814,10.481166666666667
25.26282,54.680512,25.2774,54.6962,3.2452199999999998,8.485166666666666
25.286034,54.680384,25.2774,54.6962,2.36477,7.318333333333333
25.266432,54.689462,25.2774,54.6962,2.3934,5.204833333333334
25.267814,54.671349,25.2774,54.6962,3.86526,9.469666666666665
25.23347,54.67438,25.2774,54.6962,6.667140000000001,13.799666666666667
25.317072,54.67535,25.2774,54.6962,4.90933,11.539166666666667
25.286901,54.672497,25.2774,54.6962,3.4632899999999998,8.336333333333334
25.275848,54.6793,25.2774,54.6962,2.84183,7.058333333333334
25.29184,54.716837,25.2774,54.6962,3.03058,7.779833333333333
25.281369,54.675043,25.2774,54.6962,3.44544,9.680666666666667
25.272052,54.685827,25.2774,54.6962,2.79649,7.119666666666666
25.272052,54.685827,25.2774,54.6962,2.79649,7.119666666666666
25.272052,54.685827,25.2774,54.6962,2.79649,7.119666666666666
25.275875,54.749851,25.2774,54.6962,6.99638,13.879833333333332
25.292412,54.6763,25.2774,54.6962,3.93832,10.236166666666666
25.314589,54.683106,25.2774,54.6962,3.90535,9.741000000000001
25.30419,54.71722,25.2774,54.6962,4.10792,8.801833333333333
25.214463,54.665973,25.2774,54.6962,7.8322899999999995,16.1165
25.27885,54.701229,25.2774,54.6962,1.2025299999999999,3.7756666666666665
25.278913,54.670903,25.2774,54.6962,3.66967,8.887833333333333
25.263367,54.6804,25.2774,54.6962,3.13213,8.032833333333334
25.271418,54.752431,25.2774,54.6962,8.0204,13.414166666666667
25.283894,54.692445,25.2774,54.6962,0.72208,2.3366666666666664
25.25202,54.655056,25.2774,54.6962,7.5653999999999995,19.156166666666664
25.210195,54.646792,25.2774,54.6962,8.53616,14.158
25.239079,54.697609,25.2774,54.6962,3.2438000000000002,7.440666666666667
25.288097,54.676613,25.2774,54.6962,3.5682300000000002,10.106
25.23115,54.713098,25.2774,54.6962,4.68837,9.680166666666667
25.2714,54.681445,25.2774,54.6962,2.90748,7.174833333333334
25.29586,54.67649,25.2774,54.6962,4.10175,10.017166666666666
25.271672,54.676127,25.2774,54.6962,3.6401399999999997,8.743666666666666
25.172427,54.704551,25.2774,54.6962,7.91331,15.664333333333333
25.172427,54.704551,25.2774,54.6962,7.91331,15.664333333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.100793,54.669503,25.2774,54.6962,16.01359,20.803833333333333
25.280671,54.673085,25.2774,54.6962,3.364,9.199666666666667
25.294944,54.673607,25.2774,54.6962,3.97748,10.157666666666668
25.288703,54.691391,25.2774,54.6962,1.2121600000000001,3.1301666666666668
25.278418,54.663824,25.2774,54.6962,4.9894799999999995,12.725999999999999
25.301399,54.682373,25.2774,54.6962,3.6526,9.224833333333333
25.272052,54.685827,25.2774,54.6962,2.79649,7.119666666666666
25.25263,54.702166,25.2774,54.6962,2.54099,5.839833333333333
25.25263,54.702166,25.2774,54.6962,2.54099,5.839833333333333
25.227319,54.718879,25.2774,54.6962,5.53036,10.585666666666667
25.40234,54.692728,25.2774,54.6962,10.173639999999999,17.305666666666664
25.277367,54.675282,25.2774,54.6962,3.07773,7.558166666666667
25.284895,54.672844,25.2774,54.6962,3.51276,8.702666666666666
25.314956,54.71405,25.2774,54.6962,4.2146099999999995,8.421833333333334
25.247524,54.699149,25.2774,54.6962,2.5601700000000003,6.156833333333334
25.309373,54.666892,25.2774,54.6962,5.81,12.985000000000001
25.26583,54.673868,25.2774,54.6962,3.7517600000000004,9.399166666666668
25.432488,54.687326,25.2774,54.6962,12.66116,21.5165
25.286773,54.679815,25.2774,54.6962,2.43866,7.644166666666666
25.301821,54.719108,25.2774,54.6962,3.6797,8.8835
25.26583,54.673868,25.2774,54.6962,3.7517600000000004,9.399166666666668
25.19924,54.645144,25.2774,54.6962,9.71061,16.6095
25.281732,54.672257,25.2774,54.6962,3.59277,8.575999999999999
25.318485,54.67728,25.2774,54.6962,4.54796,11.043000000000001
25.196207,54.746916,25.2774,54.6962,9.733780000000001,21.284333333333333
25.281583,54.682514,25.2774,54.6962,2.53798,8.1505
25.27737,54.687383,25.2774,54.6962,1.34802,4.051666666666667
25.303866,54.725506,25.2774,54.6962,4.49869,11.3005
25.265362,54.670898,25.2774,54.6962,4.03035,9.752666666666666
25.247908,54.70049,25.2774,54.6962,3.4338200000000003,8.530333333333333
25.278657,54.671292,25.2774,54.6962,3.65027,8.856333333333334
25.291691,54.707993,25.2774,54.6962,2.2596700000000003,5.008833333333333
25.29469,54.692566,25.2774,54.6962,1.37835,4.258666666666667
25.248832,54.700672,25.2774,54.6962,2.89238,6.985833333333333
25.28573,54.677294,25.2774,54.6962,3.3087600000000004,8.868333333333334
25.40213,54.690595,25.2774,54.6962,10.468440000000001,17.988833333333332
25.31066,54.67905,25.2774,54.6962,4.308470000000001,10.292166666666667
25.187043,54.714488,25.2774,54.6962,7.78401,15.575333333333333
25.254635,54.698721,25.2774,54.6962,2.20936,5.402666666666667
25.212599,54.749126,25.2774,54.6962,8.37044,15.860000000000001
25.212599,54.749126,25.2774,54.6962,8.37044,15.860000000000001
25.212599,54.749126,25.2774,54.6962,8.37044,15.860000000000001
25.212599,54.749126,25.2774,54.6962,8.37044,15.860000000000001
25.215513,54.735995,25.2774,54.6962,7.963439999999999,14.883666666666667
25.267279,54.66963,25.2774,54.6962,4.14765,10.086166666666665
25.18188,54.704654,25.2774,54.6962,7.22757,14.550333333333333
25.25124,54.697783,25.2774,54.6962,2.2145900000000003,5.375666666666667
25.287548,54.669491,25.2774,54.6962,4.64006,11.171833333333332
25.25761,54.692924,25.2774,54.6962,2.14392,5.189166666666667
25.410792,54.689285,25.2774,54.6962,10.984620000000001,18.82633333333333
25.237246,54.734259,25.2774,54.6962,6.18567,11.8115
25.410792,54.689285,25.2774,54.6962,10.984620000000001,18.82633333333333
25.23347,54.67438,25.2774,54.6962,6.667140000000001,13.799666666666667
25.215053,54.738404,25.2774,54.6962,8.14725,15.316333333333334
25.40145,54.692202,25.2774,54.6962,10.278270000000001,17.532500000000002
25.267812,54.689362,25.2774,54.6962,2.49521,5.600666666666667
25.273651,54.697696,25.2774,54.6962,0.79528,2.069
25.278854,54.698918,25.2774,54.6962,0.92083,2.6488333333333336
25.28191,54.675289,25.2774,54.6962,3.47477,9.864333333333333
25.294871,54.723452,25.2774,54.6962,3.89657,8.9915
25.276533,54.677028,25.2774,54.6962,2.87448,7.0705
25.243492,54.697523,25.2774,54.6962,2.7253499999999997,6.699333333333333
25.060396,54.62532,25.2774,54.6962,21.47054,28.635166666666667
25.272052,54.685827,25.2774,54.6962,2.79649,7.119666666666666
25.243721,54.668352,25.2774,54.6962,5.56108,10.643333333333334
25.432488,54.687326,25.2774,54.6962,12.66116,21.5165
25.267425,54.682291,25.2774,54.6962,2.74116,7.1155
25.165151,54.713529,25.2774,54.6962,9.03675,18.16283333333333
25.228685,54.741477,25.2774,54.6962,6.889060000000001,13.306333333333333
25.28168,54.68087,25.2774,54.6962,2.54166,7.465
25.25202,54.701565,25.2774,54.6962,2.8340500000000004,6.8035
25.284594,54.676247,25.2774,54.6962,3.15357,7.937166666666667
25.215718,54.714454,25.2774,54.6962,6.402340000000001,12.180666666666667
25.17549,54.713655,25.2774,54.6962,7.82843,15.383166666666666
25.437656,54.695315,25.2774,54.6962,12.235790000000001,20.95
25.09564,54.666969,25.2774,54.6962,16.53726,22.419333333333334
25.161998,54.706027,25.2774,54.6962,8.84746,18.26066666666667
25.207286,54.674394,25.2774,54.6962,7.92126,15.402
25.213616,54.715653,25.2774,54.6962,6.34329,12.160666666666666
25.275263,54.701861,25.2774,54.6962,1.1635199999999999,2.9745
25.277993,54.719296,25.2774,54.6962,3.91536,9.365333333333332
25.276636,54.703704,25.2774,54.6962,1.89776,4.027166666666667
25.22359,54.719625,25.2774,54.6962,6.20756,11.737833333333333
25.264132,54.6866,25.2774,54.6962,2.6451,5.411166666666667
25.278657,54.671292,25.2774,54.6962,3.65027,8.856333333333334
25.286817,54.704503,25.2774,54.6962,1.64021,4.040333333333333
25.109999,54.651305,25.2774,54.6962,16.599259999999997,25.822499999999998
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.429428,54.686559,25.2774,54.6962,12.32247,21.18616666666667
25.320296,54.675341,25.2774,54.6962,5.25096,12.343666666666667
25.293989,54.67646,25.2774,54.6962,4.03958,10.641166666666667
25.293989,54.67646,25.2774,54.6962,4.03958,10.641166666666667
25.376965,54.694597,25.2774,54.6962,8.29044,15.070333333333334
25.281075,54.702403,25.2774,54.6962,1.34348,3.1333333333333333
25.253948,54.73968,25.2774,54.6962,7.025729999999999,14.309666666666667
25.17456,54.711894,25.2774,54.6962,7.64075,14.907166666666665
25.295876,54.693449,25.2774,54.6962,1.3802699999999999,3.9531666666666667
25.28599,54.675016,25.2774,54.6962,3.8308299999999997,11.292
25.26946,54.693368,25.2774,54.6962,1.62989,4.392166666666666
25.322964,54.734012,25.2774,54.6962,6.02107,13.647333333333334
25.280608,54.661395,25.2774,54.6962,5.46645,14.069166666666666
25.243492,54.697523,25.2774,54.6962,2.7253499999999997,6.699333333333333
25.243492,54.697523,25.2774,54.6962,2.7253499999999997,6.699333333333333
25.27248,54.703189,25.2774,54.6962,1.66551,4.474166666666666
25.267015,54.670351,25.2774,54.6962,4.065840000000001,9.889833333333334
25.277748,54.67723,25.2774,54.6962,3.00797,7.560833333333333
25.246886,54.668959,25.2774,54.6962,5.56008,10.525833333333333
25.410792,54.689285,25.2774,54.6962,10.984620000000001,18.82633333333333
25.272424,54.664057,25.2774,54.6962,5.37775,13.809
25.284137,54.68647,25.2774,54.6962,1.51009,4.652
25.218183,54.702075,25.2774,54.6962,4.777279999999999,10.495000000000001
25.267288,54.674236,25.2774,54.6962,3.71644,9.291
25.1871,54.713778,25.2774,54.6962,7.70961,15.358833333333333
25.39652,54.711004,25.2774,54.6962,9.66477,19.1205
25.267288,54.674236,25.2774,54.6962,3.71644,9.291
25.307491,54.700492,25.2774,54.6962,2.96898,7.247
25.278551,54.670363,25.2774,54.6962,3.7408200000000003,9.0925
25.316896,54.677245,25.2774,54.6962,4.47039,10.8245
25.282647,54.688517,25.2774,54.6962,1.7358699999999998,5.8646666666666665
25.289063,54.717603,25.2774,54.6962,3.2715300000000003,8.890833333333335
25.304856,54.692219,25.2774,54.6962,2.19307,5.942833333333334
25.22362,54.726128,25.2774,54.6962,6.49566,12.825833333333332
25.275827,54.696402,25.2774,54.6962,0.54118,1.1441666666666668
25.29041,54.679483,25.2774,54.6962,3.12264,8.885
25.2557,54.694315,25.2774,54.6962,2.13431,5.0264999999999995
25.301821,54.719108,25.2774,54.6962,3.6797,8.8835
25.240621,54.698804,25.2774,54.6962,3.2319,7.4845
25.267288,54.674236,25.2774,54.6962,3.71644,9.291
25.239079,54.697609,25.2774,54.6962,3.2438000000000002,7.440666666666667
25.297939,54.72154,25.2774,54.6962,3.92164,9.1555
25.226092,54.694364,25.2774,54.6962,5.26404,10.842166666666666
25.273839,54.682559,25.2774,54.6962,2.32922,6.127
25.21129,54.691254,25.2774,54.6962,5.8604899999999995,11.678666666666667
25.263796,54.754269,25.2774,54.6962,8.10368,13.318666666666667
25.269207,54.688142,25.2774,54.6962,2.00016,5.595166666666667
25.268391,54.664229,25.2774,54.6962,4.81787,12.340499999999999
